,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
380,RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,50.0,5000,5,6,1924,1950,0.0,218,808,1026,1026,665,1691,0,0,2,0,3,6,1,1924.0,1,308,0,0,242,5,2010,127000
381,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,60.0,7200,7,5,2006,2006,0.0,0,1293,1293,1301,0,1301,1,0,2,0,2,5,1,2006.0,2,572,216,121,0,8,2006,187750
382,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,79.0,9245,7,5,2006,2006,0.0,0,939,939,939,858,1797,0,0,2,1,3,8,0,2006.0,2,639,144,53,0,4,2007,213500
383,RH,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Fa,Fa,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,Gd,Detchd,Unf,Fa,Fa,N,Gd,MnPrv,Shed,WD,Normal,45,60.0,9000,6,3,1928,1950,0.0,0,784,784,784,0,784,0,0,1,0,2,5,0,1950.0,2,360,0,0,91,10,2009,76000
384,RL,Pave,Grvl,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,70.04995836802665,53107,6,5,1992,1992,0.0,985,595,1580,1079,874,1953,1,0,2,1,3,9,2,1992.0,2,501,216,231,0,6,2007,240000
385,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,120,43.0,3182,8,5,2004,2005,16.0,24,1232,1256,1269,0,1269,0,0,2,0,2,6,1,2004.0,2,430,146,20,0,4,2010,192000
386,RL,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,VinylSd,BrkFace,TA,Fa,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N,Gd,MnPrv,Shed,WD,AdjLand,50,58.0,8410,5,3,1910,1996,0.0,0,658,658,658,526,1184,0,0,1,0,5,8,0,1978.5061638868744,0,0,0,151,0,5,2006,81000
387,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,Gd,GdWo,Shed,WD,Abnorml,80,72.0,7200,6,6,1976,1976,255.0,631,410,1041,1125,0,1125,1,0,1,0,3,6,1,1977.0,1,352,296,0,0,10,2009,125000
388,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,93.0,9382,7,5,1999,2000,125.0,0,1468,1468,1479,0,1479,0,0,2,0,3,6,0,1999.0,2,577,120,25,0,7,2008,191000
389,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,60,96.0,12474,10,5,2007,2008,272.0,1280,402,1682,1742,590,2332,1,0,2,1,3,9,1,2008.0,3,846,196,134,0,8,2008,426000
390,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,TA,Gd,No,Rec,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,50.0,8405,5,8,1900,1950,0.0,241,229,861,961,406,1367,1,0,1,0,4,7,0,1978.0,1,384,0,130,112,4,2008,119000
391,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,71.0,12209,6,5,2001,2002,0.0,690,114,804,804,1157,1961,1,0,2,1,3,7,1,2001.0,2,560,125,192,0,6,2009,215000
392,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.04995836802665,8339,5,7,1959,1959,0.0,0,0,0,882,0,882,0,0,1,0,3,5,0,1959.0,1,294,0,0,0,7,2007,106500
393,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,TA,Attchd,Unf,TA,TA,Y,Gd,GdWo,Shed,WD,Abnorml,30,70.04995836802665,7446,4,5,1941,1950,0.0,266,522,788,788,0,788,0,0,1,0,2,4,2,1978.5061638868744,0,0,0,0,0,4,2006,100000
394,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,60.0,10134,5,6,1940,1950,0.0,0,735,735,735,299,1034,0,0,1,0,2,5,0,1940.0,1,240,0,39,0,7,2007,109000
395,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,68.0,9571,5,6,1956,1956,0.0,739,405,1144,1144,0,1144,1,0,1,0,3,6,0,1956.0,1,596,44,0,0,6,2010,129000
396,RL,Pave,Grvl,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,60.0,7200,5,5,1972,1972,0.0,777,117,894,894,0,894,0,0,1,0,2,6,0,1985.0,2,600,215,0,0,9,2009,123000
397,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,69.0,7590,5,5,1962,1962,288.0,540,324,864,876,936,1812,0,0,2,0,4,8,1,1962.0,1,264,0,168,0,7,2007,169500
398,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,Y,Mix,TA,Maj2,Gd,Detchd,Unf,Po,Po,N,Gd,MnPrv,Shed,WD,Abnorml,30,60.0,8967,5,2,1920,1950,0.0,0,961,961,1077,0,1077,0,0,1,0,2,6,0,1920.0,1,338,0,0,0,11,2007,67000
399,FV,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,65.0,8125,7,5,2006,2007,100.0,812,280,1092,1112,438,1550,1,0,2,0,2,7,0,2007.0,2,438,0,168,0,10,2009,241000
400,RL,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,120,38.0,14963,8,5,1996,1996,0.0,786,474,1260,1288,0,1288,1,0,1,1,1,4,2,1996.0,2,500,120,30,0,12,2008,245500
401,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,65.0,8767,7,5,2005,2005,0.0,24,1286,1310,1310,0,1310,0,0,2,0,3,6,1,2005.0,2,400,0,0,0,7,2006,164990
402,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,Gd,GdPrv,Shed,WD,Normal,30,60.0,10200,5,8,1940,1997,0.0,0,672,672,672,0,672,0,0,1,0,2,4,0,1940.0,1,240,168,0,0,8,2008,108000
403,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Abnorml,60,93.0,12090,8,5,1998,1998,650.0,0,1141,1141,1165,1098,2263,0,0,2,1,4,10,1,1998.0,2,420,144,123,0,7,2006,258000
404,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,70.04995836802665,10364,6,5,1995,1996,0.0,0,806,806,806,766,1572,0,0,2,1,3,7,1,1995.0,2,373,0,40,0,5,2007,168000
405,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Min1,TA,Attchd,Unf,TA,TA,Y,Gd,GdWo,Shed,WD,Normal,20,70.04995836802665,9991,4,4,1976,1993,0.0,1116,165,1281,1620,0,1620,1,0,2,0,3,8,1,1993.0,2,490,120,78,0,6,2009,150000
406,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Maj2,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,51.0,10480,6,5,1936,1950,0.0,0,1064,1064,1166,0,1639,0,0,1,0,3,6,0,1936.0,1,240,0,0,0,3,2008,115000
407,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Plywood,BrkFace,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,70,63.0,15576,6,7,1915,1976,0.0,0,840,840,840,840,1680,0,0,2,0,4,8,0,1960.0,1,308,0,0,160,3,2008,177000
408,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,60,109.0,14154,7,5,2006,2006,350.0,0,1063,1063,1071,1101,2172,0,0,2,1,3,9,1,2006.0,3,947,192,62,0,8,2007,280000
409,FV,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,60,85.0,10800,8,5,2007,2008,100.0,789,245,1034,1050,1028,2078,1,0,2,1,3,8,1,2008.0,3,836,0,102,0,4,2008,339750
410,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkComm,Brk Cmn,BrkFace,TA,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Mod,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,COD,Abnorml,20,68.0,9571,5,3,1958,1958,0.0,0,1276,1276,1276,0,1276,0,0,1,0,3,5,0,1958.0,1,350,0,0,0,6,2009,60000
411,RL,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,N,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,190,100.0,34650,5,5,1955,1955,0.0,1056,0,1056,1056,0,1056,1,0,1,0,3,5,0,1955.0,2,572,264,0,0,1,2006,145000
412,FV,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,70.04995836802665,4403,7,5,2009,2009,432.0,578,892,1470,1478,0,1478,1,0,2,1,2,7,1,2009.0,2,484,0,144,0,6,2010,222000
413,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,30,56.0,8960,5,6,1927,1950,0.0,0,1008,1008,1028,0,1028,0,0,1,0,2,5,1,1927.0,2,360,0,0,130,3,2010,115000
414,RL,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,59.0,11228,7,5,1993,1993,0.0,50,499,1080,1080,1017,2097,0,1,2,1,3,9,1,1993.0,3,678,196,187,0,12,2008,228000
415,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,73.0,8899,7,5,2007,2007,0.0,24,1316,1340,1340,0,1340,0,0,2,0,3,6,0,2007.0,2,396,100,30,0,8,2007,181134
416,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,74.0,7844,6,7,1978,1978,203.0,209,463,672,672,728,1400,0,0,1,1,3,6,1,1978.0,2,440,0,0,0,3,2006,149500
417,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,BrkFace,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,GasW,TA,N,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,N,Gd,MnPrv,Shed,WD,Normal,70,86.0,22420,6,6,1918,1950,0.0,1128,242,1370,1370,1254,2624,1,0,2,1,4,10,1,1918.0,3,864,0,0,0,11,2007,239000
418,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,FuseF,TA,Typ,Gd,Detchd,Unf,TA,TA,P,Gd,MnPrv,Shed,WD,AdjLand,50,60.0,8160,5,6,1940,1950,0.0,312,444,756,756,378,1134,1,0,1,1,3,7,0,1940.0,1,240,0,0,0,4,2007,126000
419,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,65.0,8450,5,6,1968,1968,0.0,775,281,1056,1056,0,1056,1,0,1,0,3,6,1,1968.0,1,304,0,85,184,7,2010,142000
420,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Alloca,90,78.0,7060,7,5,1997,1998,200.0,1309,35,1344,1344,0,1344,2,0,2,0,2,8,0,1997.0,4,784,0,0,0,11,2008,206300
421,RL,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.04995836802665,16635,6,7,1977,2000,126.0,1246,356,1602,1602,0,1602,0,1,2,0,3,8,1,1977.0,2,529,240,0,0,6,2009,215000
422,RL,Pave,Grvl,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,Gd,Attchd,RFn,TA,TA,N,Gd,MnPrv,Shed,WD,Normal,20,100.0,21750,5,5,1954,1954,0.0,0,988,988,988,0,988,0,0,1,0,2,4,0,1954.0,2,520,0,0,0,2,2008,113000
423,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,80.0,9200,8,5,1998,1998,473.0,986,484,1470,1470,1160,2630,1,0,2,1,4,8,1,1998.0,3,696,0,66,0,6,2008,315000
424,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,72.0,9000,6,5,1956,1956,74.0,616,580,1196,1196,0,1196,1,0,1,0,2,6,1,1956.0,1,297,0,44,0,5,2008,139000
425,RM,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,P,Gd,MnPrv,Shed,WD,Normal,60,60.0,3378,7,8,1946,1992,0.0,0,651,651,707,682,1389,0,0,1,1,3,6,2,1947.0,1,240,0,0,126,9,2009,135000
426,RL,Pave,Grvl,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,80,70.04995836802665,12800,7,5,1989,1989,145.0,1518,0,1518,1644,0,1644,1,1,2,0,2,5,1,1989.0,2,569,80,0,0,8,2009,275000
427,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,77.0,8593,4,6,1957,1957,0.0,288,619,907,907,0,907,0,0,1,0,3,5,0,1964.0,1,352,0,0,0,7,2008,109008
428,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,64.0,6762,7,5,2007,2007,108.0,664,544,1208,1208,0,1208,1,0,2,0,2,6,0,2007.0,2,628,105,54,0,9,2007,195400
429,RL,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,130.0,11457,6,5,1988,1988,0.0,1005,387,1392,1412,0,1412,1,0,2,0,3,6,1,1988.0,2,576,0,0,169,3,2009,175000
430,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,COD,Abnorml,160,21.0,1680,6,5,1971,1971,232.0,387,96,483,483,504,987,0,0,1,1,2,4,0,1971.0,1,264,0,0,0,7,2008,85400
431,RM,Pave,Grvl,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N,Gd,MnPrv,Shed,ConLD,Abnorml,50,60.0,5586,6,7,1920,1998,0.0,0,901,901,1088,110,1198,0,0,1,0,4,7,0,1978.5061638868744,0,0,0,98,0,9,2008,79900
